source	type	target	context	_articleid
Murphy, Marshall and Pope	Event.Transaction	Evans-Pearson	series of investments and transactions	Evans-Pearson__0__0__Lomark Daily
Jackson, Mendez and Nguyen	Event.Transaction	Evans-Pearson	series of investments and transactions	Evans-Pearson__0__0__Lomark Daily
Fishermans Best N.V. Express	Event.Transaction	Evans-Pearson	series of investments and transactions	Evans-Pearson__0__0__Lomark Daily
Lake Victoria Catch GmbH	Event.Communication.Conference	Evans-Pearson	active participation in industry events aimed at knowledge exchange and networking opportunities	Evans-Pearson__0__0__Lomark Daily
Flores Ltd	Event.Communication.Conference	Evans-Pearson	active participation in industry events aimed at knowledge exchange and networking opportunities	Evans-Pearson__0__0__Lomark Daily
Phelps, Brown and Wallace	Event.Transaction	Evans-Pearson	continued investment in sustainability and tracking systems	Evans-Pearson__0__0__Lomark Daily
Hines-Douglas	Event.Transaction	Evans-Pearson	continued investment in sustainability and tracking systems	Evans-Pearson__0__0__Lomark Daily
Rivas-Stevens	Event.Transaction	Evans-Pearson	engaged in sustainable fishing practices at Cod Table	Evans-Pearson__0__0__Lomark Daily
Cain, Simpson and Hernandez	Event.Transaction	Evans-Pearson	engaged in sustainable fishing practices at Cod Table	Evans-Pearson__0__0__Lomark Daily
Kelly-Smith	Event.Transaction	Evans-Pearson	conducted transactions with	Evans-Pearson__0__0__Lomark Daily
Mcgee and Sons	Event.Transaction	Evans-Pearson	conducted transactions with	Evans-Pearson__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Transaction	Evans-Pearson	conducted transactions with	Evans-Pearson__0__0__Lomark Daily
Wu-Hart	Event.Transaction	Evans-Pearson	conducted transactions with	Evans-Pearson__0__0__Lomark Daily
Valdez, Dalton and Cook	Event.Transaction	Evans-Pearson	engaged in transactions with	Evans-Pearson__0__0__Lomark Daily
Evans-Pearson	Event.Invest	Efficiency	invested in a bunch of cool stuff to catch more fish safely and efficiently, including tracking systems, sustainable nets, and commodity investments	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Aid	Marine Sanctuary	helped out a marine sanctuary, which is pretty darn nice of them	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Fishing	Cod Table	did a lot of fishing, especially at Cod Table	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Fishing.SustainableFishing	Cod Table	did some sustainable fishing there, which helps the environment	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Cook PLC	had meetings with Cook PLC	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Lake Victoria Catch	had meetings with Lake Victoria Catch	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Dawson, Miles and Little	had meetings with Dawson, Miles and Little	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Jones, Davis and Grant	did a bunch of transactions with Jones, Davis and Grant	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Massey, King and Quinn	did a bunch of transactions with Massey, King and Quinn	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Faulkner, Schmidt and Wheeler	did a bunch of transactions with Faulkner, Schmidt and Wheeler	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Garcia, Merritt and Rose	did a bunch of transactions with Garcia, Merritt and Rose	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Payne Group	did a bunch of transactions with Payne Group	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Alvarez PLC	did a bunch of transactions with Alvarez PLC	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Mann, Myers and Rivera	did a bunch of transactions with Mann, Myers and Rivera	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Clarke, Scott and Sloan	did a bunch of transactions with Clarke, Scott and Sloan	Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Transaction	Haney Group	did a bunch of transactions with Haney Group	Evans-Pearson__0__0__The News Buoy
E	v	a		Evans-Pearson__0__0__The News Buoy
Evans-Pearson	Event.Invest	Sustainable_nets	In May 2035, Evans-Pearson invested a significant sum – $10,000 – in sustainable nets. These innovative tools minimize bycatch, protecting marine life and promoting a more responsible fishing approach.	Evans-Pearson__0__1__Haacklee Herald
Evans-Pearson	Event.Invest	Tracking_System	Additionally, a $5,000 investment in tracking systems bolsters their efforts. Real-time data allows them to monitor fishing activity and adhere to regulations, ensuring legal and sustainable catches.	Evans-Pearson__0__1__Haacklee Herald
Evans-Pearson	Event.Transaction	Local fishing company	A recent acquisition of a local fishing company strengthens Evans-Pearson’s resolve. This merger expands their reach and allows them to implement sustainable practices on a wider scale.	Evans-Pearson__0__1__Haacklee Herald
Evans-Pearson	Event.Transaction	Multiple fishing deals	Their involvement in multiple fishing deals underscores their dedication to collaborating with others in the industry to promote sustainable practices throughout the supply chain.	Evans-Pearson__0__1__Haacklee Herald
Evans-Pearson	Event.Invest	Sustainable_nets	recent investments in sustainable nets and tracking systems	Evans-Pearson__0__1__Lomark Daily
Evans-Pearson	Event.Invest	Efficiency	recent investments in sustainable nets and tracking systems	Evans-Pearson__0__1__Lomark Daily
Evans-Pearson	Event.Aid	Marine_Sanctuary	provided aid to a local marine sanctuary, contributing $2500 towards the preservation of marine life and ecosystems	Evans-Pearson__0__1__Lomark Daily
Evans-Pearson	Event.Communication.Conference	Murphy, Marshall, and Pope	pledged attendance to multiple conferences with other Fishing and Logistic companies	Evans-Pearson__0__1__Lomark Daily
Evans-Pearson	Event.Communication.Conference	Bowers Group	pledged attendance to multiple conferences with other Fishing and Logistic companies	Evans-Pearson__0__1__Lomark Daily
Evans-Pearson	Event.Communication.Conference	Cod Table	pledged attendance to multiple conferences with other Fishing and Logistic companies	Evans-Pearson__0__1__Lomark Daily
Evans-Pearson	Event.Invest	Safety measures	Investment in safety measures	Evans-Pearson__0__1__The News Buoy
Evans-Pearson	Event.Aid	Marine Sanctuary initiatives	Aid towards Marine Sanctuary initiatives	Evans-Pearson__0__1__The News Buoy
Evans-Pearson	Event.Invest	Tracking System technology	Investment in Tracking System technology	Evans-Pearson__0__1__The News Buoy
Evans-Pearson	Event.Fishing.SustainableFishing	Cod Table project	Sustainable Fishing practices implemented through the Cod Table project	Evans-Pearson__0__1__The News Buoy
Evans-Pearson	Event.Invest	Sustainable Nets technology	Investment in Sustainable Nets technology	Evans-Pearson__0__1__The News Buoy
Evans-Pearson	Event.Fishing	Cod Table project	Fishing activities under the Cod Table project	Evans-Pearson__0__1__The News Buoy
Evans-Pearson	Event.Fishing	Cod Table project	Fishing activities continue under the Cod Table project	Evans-Pearson__0__1__The News Buoy
Evans-Pearson	Event.Transaction	Thompson-Padilla	Transactions involving Thompson-Padilla and Hernandez-Rojas	Evans-Pearson__0__1__The News Buoy
Evans-Pearson	Event.Transaction	Hernandez-Rojas	Transactions involving Thompson-Padilla and Hernandez-Rojas	Evans-Pearson__0__1__The News Buoy
Evans-Pearson	Event.Transaction	Lake Victoria Catch GmbH	Transactions with Lake Victoria Catch GmbH, Murray, Friedman and Wall	Evans-Pearson__0__1__The News Buoy
Evans-Pearson	Event.Transaction	Murray, Friedman and Wall	Transactions with Lake Victoria Catch GmbH, Murray, Friedman and Wall	Evans-Pearson__0__1__The News Buoy
Evans-Pearson	Event.Invest	Safety measures	Further investment in safety measures	Evans-Pearson__0__1__The News Buoy
Flores Ltd	Event.Invest	Efficiency	dedicated to environmental responsibility, has taken significant strides towards promoting sustainable fishing practices. Through strategic investments in eco-friendly technologies such as sustainable nets and advanced tracking systems	Flores Ltd__0__0__Haacklee Herald
Flores Ltd	Event.Aid	Local Fisheries	pledged a generous sum of $1500 to local fisheries, marking a pivotal moment in its mission to foster sustainable fishing practices	Flores Ltd__0__0__Haacklee Herald
Flores Ltd	Event.Transaction	Eaton-Osborne	strategic partnerships with reputable fishing and logistics companies	Flores Ltd__0__0__Haacklee Herald
Flores Ltd	Event.Transaction	York-Castillo	strategic partnerships with reputable fishing and logistics companies	Flores Ltd__0__0__Haacklee Herald
Flores Ltd	Event.Invest	Sustainable_nets	integration of sustainable fishing practices into its core business operations	Flores Ltd__0__0__Haacklee Herald
Flores Ltd	Event.Invest	Tracking_System	investment in cutting-edge tracking systems enables real-time monitoring of fishing activities	Flores Ltd__0__0__Haacklee Herald
Flores Ltd	Event.Communication.Conference	Local Communities	actively engages with local communities to promote awareness of sustainable fishing practices and foster meaningful partnerships	Flores Ltd__0__0__Haacklee Herald
Flores Ltd	Event.Owns.PartiallyOwns	Fishers	empower fishers with the knowledge and tools needed to adopt environmentally friendly fishing methods and contribute to the preservation of marine biodiversity	Flores Ltd__0__0__Haacklee Herald
City of South Paackland	Event.CertificateIssued	Flores Ltd.	certified to fish in the Tuna Shelf and Cod Table regions	Flores Ltd__0__0__Lomark Daily
City of Centralia	Event.CertificateIssued	Flores Ltd.	certified to fish in the Tuna Shelf and Cod Table regions	Flores Ltd__0__0__Lomark Daily
Flores Ltd.	Event.Invest	Safety	invests in safety and efficiency measures	Flores Ltd__0__0__Lomark Daily
Flores Ltd.	Event.Invest	Efficiency	invests in safety and efficiency measures	Flores Ltd__0__0__Lomark Daily
Flores Ltd.	Event.Invest	Sustainable_nets	invests in sustainable nets	Flores Ltd__0__0__Lomark Daily
Flores Ltd.	Event.Aid	Marine Sanctuary	aids the Marine Sanctuary	Flores Ltd__0__0__Lomark Daily
Flores Ltd.	Event.Transaction	Clements, Allen and Sullivan	participates in a conference with Clements, Allen and Sullivan	Flores Ltd__0__0__Lomark Daily
Flores Ltd.	Event.Transaction	Lutz-Fleming	participates in conferences with Lutz-Fleming, Cuevas PLC, and Horn and Sons	Flores Ltd__0__0__Lomark Daily
Flores Ltd.	Event.Transaction	Cuevas PLC	participates in conferences with Lutz-Fleming, Cuevas PLC, and Horn and Sons	Flores Ltd__0__0__Lomark Daily
Flores Ltd.	Event.Transaction	Horn and Sons	participates in conferences with Lutz-Fleming, Cuevas PLC, and Horn and Sons	Flores Ltd__0__0__Lomark Daily
Flores Ltd.	Event.Transaction	Hernandez-Rojas	participates in conferences with Hernandez-Rojas and Wilcox-Nelson	Flores Ltd__0__0__Lomark Daily
Flores Ltd.	Event.Transaction	Wilcox-Nelson	participates in conferences with Hernandez-Rojas and Wilcox-Nelson	Flores Ltd__0__0__Lomark Daily
Flores Ltd	Event.Transaction	Cooper, Holland and Nelson	engaged in a series of transactions aimed at enhancing operational efficiency and environmental stewardship	Flores Ltd__0__0__The News Buoy
Flores Ltd	Event.Transaction	Olsen Group	engaged in a series of transactions aimed at enhancing operational efficiency and environmental stewardship	Flores Ltd__0__0__The News Buoy
Flores Ltd	Event.Transaction	McGee and Sons	engaged in a series of transactions aimed at enhancing operational efficiency and environmental stewardship	Flores Ltd__0__0__The News Buoy
Flores Ltd	Event.Invest	Tracking_System	investments in technologies like tracking systems and sustainable nets	Flores Ltd__0__0__The News Buoy
Flores Ltd	Event.Invest	Sustainable_nets	investments in technologies like tracking systems and sustainable nets	Flores Ltd__0__0__The News Buoy
Flores Ltd	Event.Aid	Marine_Sanctuary	contributions to marine sanctuaries and adherence to fishing regulations	Flores Ltd__0__0__The News Buoy
Flores Ltd	Event.CertificateIssued	Flores Ltd	dedication to environmental conservation and adherence to fishing regulations in the Tuna Shelf and Cod Table regions	Flores Ltd__0__0__The News Buoy
Franco-Stuart	Event.Invest	Sustainable_nets and Tracking_system	Recent investments in sustainable nets and tracking systems	Franco-Stuart__0__0__Haacklee Herald
Franco-Stuart	Event.Aid	Local marine organizations	$1,900 contribution	Franco-Stuart__0__0__Haacklee Herald
Franco-Stuart	Event.Transaction	Cervantes-Kramer	Multiple fishing transactions	Franco-Stuart__0__0__Haacklee Herald
Franco-Stuart	Event.Transaction	Eaton-Osborne	Multiple fishing transactions	Franco-Stuart__0__0__Haacklee Herald
Franco-Stuart	Event.Transaction	York-Castillo	Multiple fishing transactions	Franco-Stuart__0__0__Haacklee Herald
Franco-Stuart	Event.Communication.Conference	Nguyen, Marsh and Hall	Plans to attend conferences focused on sustainable fishing practices	Franco-Stuart__0__0__Haacklee Herald
Franco-Stuart	Event.Communication.Conference	Ellis-Hunter	Plans to attend conferences focused on sustainable fishing practices	Franco-Stuart__0__0__Haacklee Herald
Franco-Stuart	Event.Invest	Sustainable_nets	committed to sustainable and environmentally friendly fishing practices, invested in state-of-the-art sustainable nets and tracking systems	Franco-Stuart__0__0__Lomark Daily
Franco-Stuart	Event.Aid	Local_Marine_Sanctuaries	gave $2100 to local marine sanctuaries	Franco-Stuart__0__0__Lomark Daily
Franco-Stuart	Event.Transaction	Barnes and Sons	signed multiple fishing contracts with reputable companies such as Barnes and Sons, Bowers Group, and the City of South Paackland	Franco-Stuart__0__0__Lomark Daily
Franco-Stuart	Event.Communication.Conference	Flores Ltd	highlighted its partnership with Flores Ltd, Harrell-Walters, and Tracking System	Franco-Stuart__0__0__Lomark Daily
Franco-Stuart	Event.Communication.Conference	Harrell-Walters	highlighted its partnership with Flores Ltd, Harrell-Walters, and Tracking System	Franco-Stuart__0__0__Lomark Daily
Franco-Stuart	Event.Communication.Conference	Tracking System	highlighted its partnership with Flores Ltd, Harrell-Walters, and Tracking System	Franco-Stuart__0__0__Lomark Daily
Franco-Stuart	Event.Communication.Conference	Innovative_approaches_to_sustainable_fishing	showcased its innovative approaches to sustainable fishing	Franco-Stuart__0__0__Lomark Daily
Franco-Stuart	Event.Communication.Conference	Investment_in_commodities	highlighted its investment in commodities such as safe and efficient nets	Franco-Stuart__0__0__Lomark Daily
Franco-Stuart	Event.Communication.Conference	Partnership_with_Flores_Ltd	highlighted its partnership with Flores Ltd, Harrell-Walters, and Tracking System	Franco-Stuart__0__0__Lomark Daily
Franco-Stuart	Event.Communication.Conference	Partnership_with_Harrell-Walters	highlighted its partnership with Flores Ltd, Harrell-Walters, and Tracking System	Franco-Stuart__0__0__Lomark Daily
Franco-Stuart	Event.Communication.Conference	Partnership_with_Tracking_System	highlighted its partnership with Flores Ltd, Harrell-Walters, and Tracking System	Franco-Stuart__0__0__Lomark Daily
